user_id,interaction_date,age,gender,city,user_type,device_type,internet_quality,sessions_per_week,avg_session_minutes,completed_activities,pending_activities,support_tickets,response_time_hours,platform_errors,training_received,support_channel,platform_module,perceived_usability,recommendation_score,satisfaction_level,satisfied
USR01469,2025-06-06,37,Femenino,Manta,Estudiante,Computador de escritorio,Media,8,21.5,22,2,0,2,3,Sí,Chat,Aula virtual,3.2,7,Media,0
USR01464,2026-06-04,24,Masculino,Santo Domingo,Docente,Laptop,Media,5,31.8,20,5,2,5.9,2,,Autoservicio,Aula virtual,2.5,4,Baja,0
USR00021,2025-03-21,29,Femenino,Santo Domingo,Estudiante,Laptop,Media,3,34.3,22,10,2,3.5,2,Sí,Chat,Pagos,3.6,7,Media,0
USR00831,2026-05-30,30,Femenino,Loja,Estudiante,Móvil,,4,40.3,12,2,2,7.3,0,Sí,Chat,Inscripciones,3.4,6,Media,0
USR01413,2025-03-28,19,Masculino,Cuenca,Docente,Laptop,Media,6,32,27,1,2,13.1,2,Sí,Chat,Aula virtual,2.3,4,Media,0
USR00989,2025-09-26,17,Prefiere no decir,Quito,Estudiante,Móvil,Media,5,13.2,21,0,3,4.5,2,Sí,Correo,Inscripciones,3.6,6,Alta,1
USR00275,2025-07-30,25,Masculino,Guayaquil,Estudiante,Laptop,Media,7,53.7,15,4,1,11,2,Sí,Autoservicio,Evaluaciones,4.3,9,Alta,1
USR00247,2026-05-01,25,Masculino,Quito,Estudiante,Laptop,Media,5,47.2,16,7,1,1.8,2,No,Autoservicio,Biblioteca digital,2.8,3,Media,0
USR00009,2025-02-25,18,Femenino,Guayaquil,Estudiante,Tablet,Media,1,35.8,19,7,0,9.8,8,Sí,Correo,Pagos,3.4,6,Media,0
USR01446,2026-02-01,17,Masculino,Quito,Estudiante,Tablet,Alta,5,44,15,7,0,3.2,1,Sí,Autoservicio,Biblioteca digital,4.9,10,Alta,1
USR00273,2026-04-27,17,Femenino,Guayaquil,Estudiante,Computador de escritorio,Media,6,42.8,20,6,0,7.5,3,Sí,Autoservicio,Pagos,3.7,5,Baja,0
USR01421,2025-04-10,26,Femenino,Cuenca,Docente,Móvil,Baja,6,34.8,16,11,1,4.1,7,Sí,Autoservicio,Biblioteca digital,1,1,Baja,0
USR00865,2026-04-28,37,Masculino,Manta,Estudiante,Computador de escritorio,Baja,7,5.3,11,10,6,27.7,0,Sí,Correo,Aula virtual,1.4,3,Baja,0
USR00161,2025-11-05,19,Femenino,Ambato,Estudiante,Laptop,Media,5,36.2,18,5,2,4.1,2,Sí,Correo,Pagos,4.6,3,Media,0
USR01154,2025-11-06,23,Prefiere no decir,Guayaquil,Docente,Móvil,Alta,4,41.3,21,10,2,4.1,2,No,Correo,Inscripciones,2,3,Media,0
USR01173,2025-05-15,40,Femenino,Ambato,Estudiante,Laptop,Alta,5,17.3,28,2,2,3,1,Sí,Correo,Biblioteca digital,4.7,9,Alta,1
USR00370,2026-03-12,31,Masculino,Ambato,Estudiante,Móvil,Alta,3,22.1,20,8,2,4,1,No,Autoservicio,Biblioteca digital,3.6,4,Baja,0
USR00376,2025-07-24,36,Femenino,Quito,Estudiante,Laptop,Media,2,41.6,15,7,1,3.8,3,Sí,Chat,Biblioteca digital,3.7,6,Alta,1
USR00797,2025-04-26,24,Femenino,Loja,Estudiante,Móvil,Alta,7,25.6,11,5,2,2,3,Sí,Chat,Evaluaciones,3.7,7,Media,0
USR00420,2025-03-09,33,Masculino,Quito,Docente,Móvil,Media,5,18.5,20,2,1,5.7,5,Sí,Chat,Evaluaciones,2.4,4,Baja,0
USR00533,2025-05-18,23,Masculino,Ambato,Estudiante,Laptop,Alta,9,66.7,23,9,2,7.5,1,No,Correo,Biblioteca digital,4.2,5,Baja,0
USR00105,2026-01-10,26,Femenino,Loja,Estudiante,Móvil,Media,7,48.5,10,10,0,1.8,3,No,Correo,Pagos,2.6,5,Media,0
USR01014,2025-08-14,20,Masculino,Quito,Estudiante,Laptop,Media,3,47.2,22,2,0,1.9,0,Sí,Chat,Evaluaciones,3.8,6,Alta,1
USR00332,2026-04-25,20,Masculino,Guayaquil,Docente,Laptop,Media,4,49.3,20,13,0,,4,No,Correo,Aula virtual,2.1,4,Media,0
USR01245,2026-06-22,21,Femenino,Guayaquil,Estudiante,Móvil,Media,6,5,9,4,0,4.8,6,Sí,Chat,Aula virtual,3.1,4,Media,0
USR01468,2025-05-14,26,Femenino,Guayaquil,Estudiante,Laptop,Baja,5,38.9,26,9,4,9.3,6,Sí,Chat,Aula virtual,2.3,2,Baja,0
USR00460,2026-05-11,23,Masculino,Loja,Estudiante,Móvil,Baja,3,47.1,14,11,1,3.9,7,Sí,Chat,Evaluaciones,3,5,Media,0
USR00871,2025-12-12,24,Masculino,Quito,Estudiante,Tablet,Alta,9,23.7,26,2,1,2.9,2,Sí,Chat,Aula virtual,4.1,6,Alta,1
USR01171,2025-10-01,21,Femenino,Quito,Estudiante,Móvil,Media,2,24.8,13,4,1,3,4,Sí,Chat,Aula virtual,2.2,4,Baja,0
USR00175,2026-01-26,21,Masculino,Loja,Estudiante,Laptop,Media,8,26.7,13,8,1,4.5,0,No,Autoservicio,Aula virtual,3.1,5,Baja,0
USR00406,2025-05-10,35,Femenino,Cuenca,Docente,Tablet,Media,8,44.8,29,5,2,28.3,3,Sí,Correo,Soporte académico,2.5,4,Media,0
USR00837,2025-08-02,18,Masculino,Guayaquil,Estudiante,Móvil,Media,3,38.9,21,4,1,3.1,3,Sí,Correo,Evaluaciones,3.5,8,Alta,1
USR01040,2025-08-06,17,Masculino,Ambato,Estudiante,Móvil,Media,6,35,17,4,0,4.5,5,Sí,Correo,Biblioteca digital,2.4,5,Media,0
USR01170,2025-09-17,34,Femenino,Cuenca,Estudiante,Móvil,Media,7,27.8,27,8,0,3.4,5,Sí,Chat,Aula virtual,3.8,6,Baja,0
USR00987,2026-05-01,33,Masculino,Ambato,Estudiante,Computador de escritorio,Media,6,40.6,15,11,0,2.4,2,No,Teléfono,Soporte académico,2.8,4,Baja,0
USR01077,2025-09-18,39,Masculino,Santo Domingo,Estudiante,Móvil,Media,1,24.7,14,2,0,73.2,2,Sí,Teléfono,Aula virtual,3.2,6,Alta,1
USR00623,2025-11-21,31,Femenino,Quito,Estudiante,Tablet,Alta,8,51,17,13,0,9.1,0,No,Correo,Evaluaciones,3.2,5,Baja,0
USR01497,2025-10-30,32,Femenino,Guayaquil,Estudiante,Móvil,Media,5,41.6,15,10,1,6.6,0,No,Correo,Aula virtual,3.2,5,Media,0
USR00996,2025-01-03,42,Femenino,Guayaquil,Estudiante,Móvil,,5,55.3,23,3,0,5.2,1,Sí,Correo,Inscripciones,3,6,Baja,0
USR01188,2025-01-02,31,Masculino,Quito,Estudiante,Computador de escritorio,Media,4,37,19,7,2,4.4,0,Sí,Correo,Biblioteca digital,4.5,9,Alta,1
USR01226,2025-01-28,35,Femenino,Quito,Estudiante,Móvil,Media,6,22.5,18,6,0,2.9,4,Sí,Chat,Pagos,2.7,4,Baja,0
USR01143,2025-01-26,20,Femenino,Quito,Estudiante,Tablet,Alta,4,40.3,24,3,3,6.5,0,Sí,Teléfono,Pagos,4.7,9,Alta,1
USR00639,2025-05-19,36,Masculino,Ambato,Estudiante,Laptop,Alta,5,59.9,22,6,2,6.6,3,Sí,Chat,Biblioteca digital,4.2,7,Media,0
USR00924,2026-06-06,43,Femenino,Guayaquil,Estudiante,Móvil,Alta,4,14.2,16,3,0,1.1,0,Sí,Autoservicio,Aula virtual,4.3,8,Alta,1
USR01163,2026-06-15,39,Masculino,Cuenca,Estudiante,Móvil,Media,3,48.7,17,14,0,6.3,2,No,Correo,Inscripciones,2.5,6,Baja,0
USR00880,2026-03-28,42,Femenino,Quito,Estudiante,Computador de escritorio,Alta,5,11.2,18,5,3,4.1,0,Sí,Chat,Biblioteca digital,4.6,9,Alta,1
USR00298,2026-05-15,24,Femenino,Quito,Estudiante,Móvil,Media,7,51,17,2,0,6,3,Sí,Correo,Evaluaciones,2.9,5,Media,0
USR00167,2025-12-05,22,Femenino,Quito,Estudiante,Laptop,Media,8,54.9,26,7,0,1.9,2,Sí,Correo,Inscripciones,2.8,4,Media,0
USR00264,2025-10-16,29,Femenino,Guayaquil,Estudiante,Tablet,Baja,8,24.7,24,3,1,5.9,4,,Chat,Aula virtual,2.4,4,Media,0
USR01347,2025-01-08,43,Masculino,Guayaquil,Estudiante,Móvil,Media,2,36.8,19,2,4,5.6,1,No,Correo,Evaluaciones,3.4,7,Media,0
USR00828,2025-08-03,30,Masculino,Guayaquil,Estudiante,Móvil,Alta,5,30.4,19,8,4,11,3,No,Correo,Soporte académico,4,4,Media,0
USR00809,2026-06-20,41,Femenino,Ambato,Estudiante,Móvil,Media,7,68.5,29,0,2,6.8,1,Sí,Correo,Biblioteca digital,4.4,8,Media,0
USR00765,2025-11-06,34,Masculino,Quito,Estudiante,Computador de escritorio,,4,36.4,23,9,2,7.2,4,Sí,Correo,Soporte académico,3.8,8,Baja,0
USR00305,2026-02-04,28,Femenino,Ibarra,Estudiante,Laptop,Media,1,71.1,17,3,0,12.7,2,Sí,Teléfono,Aula virtual,3.3,7,Baja,0
USR01047,2026-01-30,25,Femenino,Ambato,Estudiante,Laptop,Alta,3,49.8,7,9,0,4.5,0,No,Chat,Aula virtual,3.9,4,Media,0
USR00153,2026-01-23,25,Femenino,Ambato,Estudiante,Tablet,Media,6,51.2,22,4,1,1.7,0,Sí,Correo,Inscripciones,3.6,6,Media,0
USR01448,2025-01-25,28,Femenino,Manta,Estudiante,Tablet,Baja,1,35.4,8,13,3,14.9,4,No,Chat,Aula virtual,2.3,5,Baja,0
USR00535,2025-11-08,25,Masculino,Ibarra,Estudiante,Móvil,Alta,8,32.4,16,11,4,8,2,Sí,Chat,Inscripciones,3.2,5,Baja,0
USR00270,2026-02-18,40,Femenino,Loja,Estudiante,Laptop,Alta,4,30.3,7,9,0,1,2,No,Chat,Evaluaciones,3.5,6,Media,0
USR00384,2025-05-21,34,Masculino,Ambato,Estudiante,Laptop,Baja,7,46.3,18,11,3,4.1,4,No,Teléfono,Inscripciones,1.9,4,Baja,0
USR00385,2025-06-17,27,Femenino,Cuenca,Estudiante,Móvil,Baja,7,48.5,17,9,3,4.4,4,Sí,Correo,Aula virtual,3.1,6,Media,0
USR01488,2025-06-25,45,Masculino,Loja,Estudiante,Móvil,Media,4,24.3,23,2,0,2.5,1,Sí,Correo,Aula virtual,3.9,6,Alta,1
USR00685,2026-03-27,43,Femenino,Guayaquil,Estudiante,Móvil,Alta,4,47.9,26,6,1,7.6,1,Sí,Correo,Inscripciones,4.4,8,Media,0
USR01203,2026-06-17,26,Masculino,Ambato,Estudiante,Móvil,Media,11,61,27,5,1,2.4,1,Sí,Autoservicio,Evaluaciones,3.7,6,Alta,1
USR00425,2025-06-16,28,Masculino,Quito,Estudiante,Laptop,Media,7,42.7,20,4,2,2.1,0,Sí,Chat,Biblioteca digital,3.1,6,Media,0
USR00449,2026-06-05,33,Masculino,Guayaquil,Estudiante,Móvil,Baja,1,84.3,7,1,1,7.4,4,No,Correo,Soporte académico,1.5,3,Media,0
USR00147,2026-06-01,35,Masculino,Quito,Docente,Laptop,Media,7,50.6,21,3,1,2,2,Sí,Autoservicio,Inscripciones,4.5,9,Alta,1
USR00239,2025-06-15,32,Femenino,Guayaquil,Administrativo,Laptop,Alta,3,47.9,22,4,0,3.8,1,Sí,Chat,Soporte académico,4.2,6,Alta,1
USR01484,2026-01-28,24,Masculino,Quito,Estudiante,Laptop,Baja,4,22.7,23,1,2,4.2,4,Sí,Chat,Aula virtual,3.7,5,Media,0
USR00245,2025-05-17,45,Masculino,Ambato,Estudiante,Móvil,Baja,8,48.6,18,8,1,5.6,4,Sí,Chat,Inscripciones,2.1,1,Baja,0
USR01344,2025-02-02,43,Femenino,Guayaquil,Estudiante,Tablet,Media,2,11.2,5,3,3,3.5,0,Sí,Correo,Biblioteca digital,4.9,7,Alta,1
USR01330,2026-05-01,20,Masculino,Quito,Estudiante,Móvil,Media,7,44.2,18,7,0,4.2,6,Sí,Correo,Biblioteca digital,2.3,5,Media,0
USR01165,2025-04-27,31,Femenino,Quito,Estudiante,Móvil,Alta,4,41.9,18,4,4,8.9,1,Sí,Autoservicio,Aula virtual,4.7,8,Alta,1
USR00700,2026-03-13,41,Masculino,Cuenca,Estudiante,Laptop,Media,6,21.4,24,9,4,6.4,0,Sí,Autoservicio,Evaluaciones,3.7,7,Alta,1
USR00029,2025-02-16,42,Masculino,Quito,Docente,Móvil,Alta,6,47.9,14,9,0,1.2,0,No,Correo,Biblioteca digital,3,6,Baja,0
USR00835,2025-10-05,20,Masculino,Cuenca,Docente,Tablet,Media,8,27.3,8,6,0,3.9,0,No,Chat,Biblioteca digital,2.6,6,Media,0
USR00514,2026-01-25,32,Masculino,Guayaquil,Docente,Laptop,Alta,2,104.3,7,4,1,6.8,1,No,Correo,Evaluaciones,3.8,6,Alta,1
USR00795,2025-07-10,34,Prefiere no decir,Quito,Estudiante,Móvil,Media,6,55.2,16,1,0,8.9,5,Sí,Correo,Pagos,3.4,5,Baja,0
USR00490,2026-05-26,46,Femenino,Manta,Estudiante,Laptop,Baja,3,37.5,17,19,2,3.3,5,No,Autoservicio,Inscripciones,2.3,3,Baja,0
USR00862,2025-11-15,47,Masculino,Ibarra,Estudiante,Tablet,Media,4,37.8,20,5,2,6.2,1,Sí,Correo,Inscripciones,3.1,5,Baja,0
USR00491,2026-03-18,17,Masculino,Quito,Estudiante,Computador de escritorio,Media,7,49.5,24,5,2,2.1,2,Sí,Chat,Soporte académico,2.1,5,Baja,0
USR01159,2025-06-07,32,Femenino,Ambato,Estudiante,Móvil,Baja,7,32.4,10,2,3,3.5,3,No,Chat,Pagos,1.5,3,Media,0
USR00089,2026-04-30,31,Masculino,Quito,Estudiante,Laptop,Media,7,42.6,25,7,2,4,2,Sí,Correo,Pagos,3.5,5,Alta,1
USR00598,2026-03-23,32,Masculino,Santo Domingo,Estudiante,Laptop,Media,7,70.3,16,1,2,10.8,0,Sí,Autoservicio,Biblioteca digital,3.6,6,Baja,0
USR01348,2025-11-20,17,Prefiere no decir,Cuenca,Estudiante,Computador de escritorio,Alta,9,38.8,19,7,1,5.9,1,Sí,Correo,Pagos,4.7,6,Media,0
USR01147,2026-04-08,23,Femenino,Ibarra,Administrativo,Laptop,Alta,8,56.1,22,7,0,1.3,2,Sí,Chat,Biblioteca digital,3.9,8,Media,0
USR00850,2026-06-29,25,Masculino,Cuenca,Estudiante,Móvil,Baja,1,27.7,24,9,4,10.8,4,,Teléfono,Pagos,2.1,3,Baja,0
USR00863,2025-10-10,32,Femenino,Santo Domingo,Docente,Laptop,Alta,8,68.5,23,8,0,6.3,3,Sí,Chat,Evaluaciones,4,6,Media,0
USR00166,2026-02-08,27,Masculino,Ibarra,Estudiante,Móvil,Alta,4,35.3,19,10,1,4.6,3,Sí,Chat,Inscripciones,4.3,7,Baja,0
USR01478,2025-04-27,44,Femenino,Cuenca,Docente,Móvil,Media,9,18.8,25,5,3,9.4,2,Sí,Chat,Soporte académico,2.9,4,Media,0
USR00852,2026-04-03,45,Femenino,Ibarra,Estudiante,Laptop,Media,5,47.3,17,9,3,16,0,No,Autoservicio,Biblioteca digital,2.1,3,Media,0
USR01434,2026-05-03,46,Femenino,Ibarra,Estudiante,Laptop,Media,3,25.1,13,7,1,3.2,3,Sí,Correo,Aula virtual,3.8,10,Media,0
USR00666,2025-02-18,23,Femenino,Guayaquil,Estudiante,Computador de escritorio,Baja,5,49.7,23,9,4,6,5,Sí,Autoservicio,Aula virtual,2.4,3,Baja,0
USR00225,2025-02-21,37,Masculino,Quito,Estudiante,Laptop,Baja,7,36.1,10,8,6,12.8,0,No,Correo,Evaluaciones,1.5,2,Media,0
USR00959,2025-06-05,35,Masculino,Cuenca,Estudiante,Móvil,Alta,4,31,11,0,2,6.6,5,Sí,Autoservicio,Evaluaciones,3.7,5,Baja,0
USR00735,2025-05-29,28,Masculino,Santo Domingo,Estudiante,Laptop,Baja,8,15.3,20,15,1,1.9,4,No,Chat,Inscripciones,2,3,Baja,0
USR00712,2025-10-13,45,Masculino,Guayaquil,Estudiante,Móvil,Media,4,63.9,5,11,0,1.1,3,No,Autoservicio,Inscripciones,2.3,2,Baja,0
USR01432,2025-06-23,23,Masculino,Santo Domingo,Administrativo,Computador de escritorio,Media,5,48.8,16,13,2,4.4,4,No,Chat,Biblioteca digital,2.8,5,Media,0
USR01041,2025-04-17,22,Femenino,Loja,Estudiante,Móvil,Alta,6,43.6,30,1,2,6.5,5,Sí,Correo,Evaluaciones,4.2,8,Media,0
USR01068,2025-10-23,35,Masculino,Ibarra,Estudiante,Móvil,Alta,11,36.2,30,8,0,78.2,3,Sí,Correo,Evaluaciones,4.4,8,Alta,1
USR00802,2026-05-27,20,Prefiere no decir,Quito,Estudiante,Móvil,Baja,4,48.7,24,11,6,14.9,5,Sí,Correo,Aula virtual,1.8,1,Baja,0
USR00867,2026-02-09,36,Masculino,Guayaquil,Estudiante,Computador de escritorio,Media,5,36.6,22,14,1,5.8,0,No,Correo,Evaluaciones,3.1,5,Baja,0
USR00107,2026-05-19,17,Femenino,Quito,Estudiante,Móvil,Media,7,10.6,22,5,0,1.3,5,Sí,Correo,Aula virtual,3.5,2,Media,0
USR00728,2025-02-15,19,Masculino,Quito,Estudiante,Tablet,Baja,9,61.2,11,10,2,9,2,No,Chat,Biblioteca digital,1.6,2,Baja,0
USR00185,2026-06-14,23,Femenino,Quito,Docente,Laptop,Baja,5,29.3,20,4,4,10.6,5,Sí,Chat,Aula virtual,2.4,6,Media,0
USR00694,2026-01-25,23,Masculino,Quito,Estudiante,Móvil,Alta,7,53.8,19,5,4,5,5,Sí,Correo,Inscripciones,3.3,5,Baja,0
USR01316,2026-01-08,31,Masculino,Guayaquil,Estudiante,Laptop,Alta,4,55.3,17,0,2,3.9,1,Sí,Chat,Soporte académico,4.6,8,Media,0
USR01301,2025-03-31,21,Masculino,Quito,Estudiante,Laptop,Media,4,38.7,23,6,3,5.3,1,No,Correo,Soporte académico,2.8,5,Baja,0
USR00819,2025-07-09,50,Femenino,Manta,Estudiante,Tablet,Media,3,40.8,7,6,1,3.4,0,No,Correo,Aula virtual,2.2,4,Media,0
USR01151,2025-03-29,40,Femenino,Guayaquil,Estudiante,Móvil,Baja,6,65,9,10,4,3.9,6,No,Chat,Biblioteca digital,2.1,2,Baja,0
USR00258,2025-05-31,17,Masculino,Manta,Docente,Laptop,Baja,6,45.4,17,7,5,8,5,Sí,Chat,Inscripciones,2.8,4,Baja,0
USR00413,2026-03-08,27,Masculino,Quito,Estudiante,Móvil,Baja,3,18.8,13,7,3,6.2,4,Sí,Chat,Biblioteca digital,2.7,5,Baja,0
USR01030,2025-10-27,17,Femenino,Quito,Estudiante,Móvil,Alta,4,38.4,26,7,1,1.8,1,Sí,Teléfono,Aula virtual,3.2,6,Baja,0
USR00367,2026-05-17,37,Masculino,Quito,Estudiante,Laptop,Baja,6,51.3,12,7,1,8.7,3,Sí,Teléfono,Aula virtual,2.4,3,Baja,0
USR00592,2026-04-19,17,Masculino,Quito,Estudiante,Tablet,Media,6,59.1,16,5,0,4.2,1,Sí,Teléfono,Evaluaciones,4.2,8,Media,0
USR00708,2025-02-14,17,Masculino,Quito,Estudiante,Tablet,,2,38.7,12,14,2,5.4,1,No,Chat,Pagos,1.9,2,Baja,0
USR01313,2025-12-23,28,Femenino,Cuenca,Estudiante,Laptop,,5,92.1,7,6,2,4.2,1,No,Chat,Pagos,2.6,2,Media,0
USR00364,2026-05-18,26,Masculino,Guayaquil,Administrativo,Laptop,Media,5,53.3,16,10,3,4.4,1,Sí,Chat,Evaluaciones,4.3,8,Alta,1
USR00663,2026-03-28,24,Femenino,Manta,Estudiante,Laptop,Media,6,31.6,21,14,3,20.8,5,No,Correo,Inscripciones,1,2,Baja,0
USR00986,2025-05-31,42,Femenino,Guayaquil,Estudiante,Móvil,Alta,9,54,15,5,4,6.8,5,No,Teléfono,Aula virtual,2.6,3,Media,0
USR00717,2026-01-08,21,Masculino,Quito,Estudiante,Computador de escritorio,Alta,5,24.9,11,9,4,5.3,1,No,Chat,Biblioteca digital,3.4,4,Baja,0
USR00550,2026-06-27,32,Femenino,Quito,Estudiante,Laptop,Alta,1,34.9,5,11,1,1.6,2,No,Correo,Evaluaciones,2.8,6,Media,0
USR01415,2025-07-15,32,Femenino,Manta,Estudiante,Laptop,Media,2,86.9,17,4,0,1.5,0,Sí,Autoservicio,Evaluaciones,4.1,8,Alta,1
USR00180,2025-09-14,30,Masculino,Ibarra,Estudiante,Móvil,Alta,5,34,16,9,0,4.7,0,No,Correo,Biblioteca digital,2.8,7,Baja,0
USR00262,2026-05-20,23,Prefiere no decir,Quito,Estudiante,Móvil,Media,5,28.4,8,8,2,3.1,1,No,Correo,Biblioteca digital,2.9,4,Baja,0
USR01266,2025-09-02,31,Masculino,Ambato,Estudiante,Tablet,Media,8,41.2,17,12,1,8.8,0,No,Chat,Pagos,2.2,5,Media,0
USR01204,2025-02-27,31,Masculino,Santo Domingo,Estudiante,Laptop,Media,4,48.7,22,8,1,3.1,3,Sí,Correo,Aula virtual,2.6,6,Baja,0
USR00999,2025-06-01,35,Femenino,Guayaquil,Estudiante,Tablet,Media,8,50.5,22,9,2,3.2,3,Sí,Correo,Inscripciones,3.9,7,Baja,0
USR00026,2025-06-30,45,Masculino,Ibarra,Estudiante,Móvil,Media,4,67.1,19,3,2,4.7,1,Sí,Correo,Evaluaciones,3.7,6,Baja,0
USR00611,2025-02-11,34,Femenino,Ibarra,Estudiante,Laptop,Baja,7,51.3,11,10,4,7.3,1,No,Teléfono,Evaluaciones,2.2,4,Baja,0
USR00454,2025-08-26,43,Femenino,Guayaquil,Estudiante,Tablet,Media,4,47.1,19,13,1,2.4,0,,Correo,Pagos,2.2,3,Baja,0
USR00201,2025-08-16,32,Masculino,Ibarra,Docente,Tablet,Media,10,32.6,21,6,2,2.2,3,No,Correo,Aula virtual,2.8,6,Media,0
USR00848,2026-06-25,37,Femenino,Quito,Estudiante,Móvil,Baja,1,38,16,7,3,4.6,5,Sí,Chat,Evaluaciones,2.7,4,Baja,0
USR00217,2025-12-06,33,Femenino,Quito,Estudiante,Móvil,Alta,5,15.8,16,10,1,3.1,2,No,Teléfono,Aula virtual,3.3,4,Baja,0
USR00509,2026-05-14,36,Femenino,Ibarra,Estudiante,Móvil,Alta,1,23.3,10,8,1,4.6,3,No,Autoservicio,Pagos,3.6,6,Media,0
USR00088,2025-11-23,53,Masculino,Ambato,Docente,Laptop,Alta,6,63.2,12,6,0,6,1,No,Correo,Pagos,2.9,5,Media,0
USR01302,2026-02-04,37,Femenino,Ambato,Administrativo,Laptop,Alta,2,39.2,17,6,2,3.2,0,Sí,Autoservicio,Pagos,4.3,7,Alta,1
USR00553,2026-04-03,17,Femenino,Quito,Estudiante,Tablet,Baja,6,49.1,25,0,4,4.7,4,Sí,Correo,Inscripciones,2.4,3,Baja,0
USR00495,2025-12-06,44,Femenino,Manta,Estudiante,Móvil,Alta,1,15,21,10,0,4.1,0,Sí,Correo,Biblioteca digital,3.4,6,Baja,0
USR01324,2025-05-06,42,Masculino,Guayaquil,Estudiante,Laptop,Media,6,28,22,11,1,3.2,0,No,Correo,Inscripciones,2.3,3,Baja,0
USR00067,2026-01-28,33,Femenino,Guayaquil,Estudiante,Móvil,Baja,5,28.7,31,8,3,6.9,8,Sí,Chat,Aula virtual,2.8,3,Media,0
USR00991,2025-04-01,27,Masculino,Guayaquil,Estudiante,Laptop,Media,1,38.2,22,1,0,1.3,4,Sí,Chat,Aula virtual,2.7,5,Baja,0
USR00946,2025-08-16,21,Prefiere no decir,Quito,Estudiante,Laptop,Baja,5,37.1,20,5,2,4.2,3,Sí,Correo,Evaluaciones,3,5,Baja,0
USR00158,2026-03-04,39,Masculino,Santo Domingo,Estudiante,Tablet,Media,6,39.8,18,10,3,7.9,1,Sí,Chat,Pagos,3.1,5,Media,0
USR00635,2025-01-07,40,Prefiere no decir,Ambato,Docente,Laptop,Media,6,67.5,16,3,1,5.4,2,Sí,Correo,Aula virtual,4.6,8,Media,0
USR00118,2025-05-01,41,Masculino,Quito,Docente,Laptop,Baja,6,47.2,17,9,4,19.8,7,No,Correo,Aula virtual,1.4,2,Media,0
USR00058,2026-06-24,42,Femenino,Manta,Estudiante,Laptop,Media,9,112,20,11,1,5,0,No,Chat,Evaluaciones,2,3,Media,0
USR01032,2025-08-29,42,Femenino,Ambato,Estudiante,Móvil,Media,7,54.3,18,2,1,10.6,0,Sí,Autoservicio,Aula virtual,3.7,6,Baja,0
USR00263,2026-03-06,17,Femenino,Quito,Estudiante,Laptop,Media,1,50,15,6,4,9.1,1,No,Teléfono,Inscripciones,2,2,Baja,0
USR00092,2025-12-12,28,Femenino,Loja,Administrativo,Móvil,Media,5,17.8,24,3,1,7,2,Sí,Teléfono,Aula virtual,3.8,6,Baja,0
USR00704,2025-04-27,28,Prefiere no decir,Guayaquil,Estudiante,Móvil,Alta,5,32.9,13,5,2,5.9,0,Sí,Correo,Soporte académico,4.6,6,Media,0
USR01423,2026-03-25,18,Masculino,Guayaquil,Estudiante,Laptop,Baja,1,61.9,16,8,1,6,4,,Chat,Evaluaciones,1,1,Baja,0
USR01004,2025-11-02,20,Femenino,Quito,Estudiante,Móvil,Baja,3,38.9,17,4,3,4.7,5,Sí,Chat,Pagos,2.9,5,Baja,0
USR00868,2025-05-26,48,Femenino,Quito,Estudiante,Laptop,Media,7,43.6,31,7,2,2.4,0,Sí,Chat,Biblioteca digital,3.8,7,Baja,0
USR00468,2025-08-04,28,Masculino,Santo Domingo,Estudiante,Tablet,Baja,4,42.6,30,10,3,8.4,5,Sí,Autoservicio,Aula virtual,2.3,4,Baja,0
USR01262,2025-03-04,23,Masculino,Quito,Docente,Móvil,Media,6,47.2,28,8,4,14.2,5,Sí,Autoservicio,Aula virtual,3,7,Baja,0
USR00090,2025-08-11,39,Femenino,Loja,Estudiante,Computador de escritorio,Baja,8,38,17,15,4,7.9,8,No,Autoservicio,Aula virtual,1,1,Baja,0
USR00925,2025-01-13,29,Femenino,Guayaquil,Administrativo,Computador de escritorio,Media,3,55.4,16,7,0,3,4,No,Correo,Aula virtual,2,3,Media,0
USR01325,2025-12-31,36,Masculino,Manta,Estudiante,Laptop,Alta,2,73,12,7,2,2.7,2,Sí,Chat,Evaluaciones,4.8,9,Alta,1
USR00617,2025-08-17,23,Masculino,Quito,Estudiante,Tablet,Media,6,54.7,18,2,2,2.3,0,Sí,Correo,Aula virtual,3.7,4,Media,0
USR00256,2025-11-10,28,Femenino,Quito,Estudiante,Computador de escritorio,Alta,8,69.4,20,2,4,10.5,1,Sí,Chat,Biblioteca digital,4.3,8,Alta,1
USR00093,2026-06-02,27,Masculino,Santo Domingo,Docente,Móvil,Baja,7,23.2,19,2,3,3.2,7,Sí,Chat,Aula virtual,3.5,4,Baja,0
USR00710,2025-05-09,42,Femenino,Ibarra,Administrativo,Móvil,Media,7,40.4,25,4,4,7,7,Sí,Correo,Aula virtual,3,4,Baja,0
USR01227,2025-08-10,31,Femenino,Ibarra,Estudiante,Móvil,Media,6,25.8,7,6,2,54,5,No,Chat,Biblioteca digital,3,5,Media,0
USR01000,2025-01-31,17,Masculino,Ibarra,Estudiante,Laptop,Alta,4,41.4,22,0,0,7.5,2,Sí,Chat,Evaluaciones,4.7,7,Alta,1
USR00963,2026-06-08,21,Masculino,Cuenca,Estudiante,Laptop,Alta,1,19,9,6,0,2.5,2,,Correo,Biblioteca digital,3.6,6,Media,0
